elevation_meters,elevation_factor,rain_intensity_mm_hr,cumulative_rainfall_3h_mm,soil_saturation_percent,drainage_capacity_m3s,drainage_saturation_percent,current_water_level_cm,water_level_rise_rate_10m,future_water_level_15m_cm,future_water_level_30m_cm,future_water_level_60m_cm,is_anomaly,risk_class,risk_label
566.8,0.423,6.6,57.1,52.4,12.2,49.6,16.2,0.12,16.8,15.8,15.3,0,1,MODERATE
555.5,0.686,44.1,66.7,61.4,23.2,100.0,35.8,7.07,46.1,56.4,75.9,0,3,CRITICAL
572.8,0.284,55.0,72.1,73.7,23.2,100.0,31.9,6.2,41.6,50.5,66.4,0,3,CRITICAL
552.4,0.758,7.1,17.8,31.7,13.7,28.7,19.3,0.2,19.4,19.4,20.2,0,1,MODERATE
576.4,0.2,7.9,38.7,39.9,21.6,25.5,10.5,0.2,11.0,11.4,12.2,0,0,LOW
567.4,0.409,12.7,51.7,64.0,16.4,86.7,27.0,3.24,31.4,36.8,47.1,0,3,CRITICAL
579.2,0.135,51.0,106.3,73.9,19.8,100.0,25.7,5.36,33.9,40.8,58.0,0,3,CRITICAL
572.1,0.3,37.6,113.0,78.0,20.3,100.0,31.5,5.39,39.8,47.7,64.3,0,3,CRITICAL
554.2,0.716,1.9,42.7,48.2,12.7,12.6,11.8,0.17,12.0,12.9,14.5,0,0,LOW
567.5,0.407,9.0,20.9,50.4,16.5,48.1,19.3,0.23,19.9,20.2,20.0,0,1,MODERATE
550.0,0.814,14.5,34.4,48.2,21.9,55.8,24.8,0.0,24.7,24.2,25.4,0,2,HIGH
549.2,0.833,12.6,53.9,55.5,10.3,100.0,38.3,4.7,44.9,51.8,66.9,0,3,CRITICAL
557.1,0.649,3.9,41.3,45.3,17.8,17.4,13.7,0.03,13.3,13.0,13.6,0,1,MODERATE
566.9,0.421,35.2,56.0,51.8,13.7,100.0,32.3,5.45,40.3,49.3,65.7,0,3,CRITICAL
584.9,0.002,20.3,43.6,41.9,18.4,80.9,23.8,3.48,29.1,34.6,44.4,0,2,HIGH
576.1,0.207,32.8,91.6,74.9,17.6,100.0,29.7,4.26,36.4,42.0,56.0,0,3,CRITICAL
576.9,0.188,35.2,107.9,86.2,22.3,100.0,28.6,4.9,35.7,42.6,58.5,0,3,CRITICAL
567.1,0.416,24.8,51.0,62.4,12.8,100.0,28.2,4.02,33.8,39.8,51.8,0,3,CRITICAL
551.0,0.791,10.4,28.3,49.1,23.9,37.4,17.4,0.17,17.7,17.6,19.0,0,1,MODERATE
584.0,0.023,17.0,59.5,57.8,15.3,100.0,26.9,3.33,31.7,36.0,44.6,0,3,CRITICAL
552.2,0.763,3.1,44.3,45.0,13.9,17.6,14.1,0.08,14.6,14.9,14.4,0,1,MODERATE
583.3,0.04,20.2,53.9,64.6,22.4,100.0,24.5,3.16,29.3,33.3,41.3,0,2,HIGH
544.7,0.937,3.6,29.9,47.4,20.9,14.3,17.3,-0.12,17.5,17.3,17.5,0,1,MODERATE
578.6,0.149,21.3,42.0,57.4,11.1,100.0,25.8,3.7,31.8,36.7,48.2,0,3,CRITICAL
563.4,0.502,4.7,14.6,33.4,22.6,12.2,8.3,0.29,8.3,8.2,10.1,0,0,LOW
559.3,0.598,2.3,8.5,32.9,21.5,6.2,11.4,-0.01,11.1,12.0,9.6,0,0,LOW
577.0,0.186,3.3,27.1,33.9,20.6,9.5,4.4,0.24,5.0,5.5,7.3,0,0,LOW
547.5,0.872,0.0,12.2,40.2,10.4,0.0,9.0,-0.37,8.5,8.8,5.3,0,0,LOW
569.3,0.365,22.8,62.4,67.1,12.9,100.0,31.9,3.66,37.5,42.8,54.6,0,3,CRITICAL
542.5,0.988,23.7,92.2,71.7,19.7,100.0,38.8,5.25,46.9,54.2,67.9,0,3,CRITICAL
543.9,0.956,13.0,57.9,65.0,14.4,100.0,36.8,4.03,43.0,48.1,58.8,0,3,CRITICAL
556.5,0.663,3.2,35.4,49.1,12.0,22.9,16.0,0.12,16.7,16.7,15.4,0,1,MODERATE
552.0,0.767,1.6,21.3,47.9,20.4,6.6,9.6,-0.32,9.0,9.2,8.5,0,0,LOW
576.4,0.2,0.3,31.0,54.3,18.3,1.6,5.1,0.15,5.6,5.5,5.9,0,0,LOW
560.8,0.563,3.3,8.5,34.3,17.0,11.7,8.1,0.14,8.4,7.7,10.6,0,0,LOW
551.6,0.777,39.9,102.5,74.5,14.2,100.0,35.2,5.69,43.6,52.4,67.6,0,3,CRITICAL
573.8,0.26,5.0,29.7,51.4,19.7,22.8,11.6,0.2,11.6,11.4,13.0,0,0,LOW
571.5,0.314,7.9,54.8,60.5,21.7,38.5,15.8,-0.22,15.6,15.7,14.0,0,1,MODERATE
562.8,0.516,2.0,16.7,32.2,18.5,6.1,10.3,-0.04,10.1,10.5,10.9,0,0,LOW
543.4,0.967,4.5,45.0,54.5,21.5,20.0,18.1,-0.04,18.2,17.6,16.2,0,1,MODERATE
559.7,0.588,13.2,60.6,68.2,10.1,100.0,35.9,4.14,42.6,47.5,59.4,0,3,CRITICAL
561.7,0.542,16.8,45.2,56.3,15.2,100.0,33.6,3.72,39.0,44.2,54.5,0,3,CRITICAL
554.1,0.719,5.1,13.8,42.1,23.8,15.8,14.8,0.11,14.9,15.5,15.5,0,1,MODERATE
564.6,0.474,1.1,26.5,50.8,19.7,5.0,10.3,-0.3,10.3,8.6,10.1,0,0,LOW
573.8,0.26,8.9,22.8,44.7,23.9,29.1,8.5,0.23,8.7,9.7,8.3,0,0,LOW
547.4,0.874,4.8,23.2,45.4,15.5,24.6,17.6,0.11,18.2,17.5,19.8,0,1,MODERATE
543.0,0.977,4.5,22.8,40.0,17.3,18.2,17.4,-0.16,16.9,17.8,15.1,0,1,MODERATE
554.6,0.707,57.9,184.2,100.0,13.9,100.0,34.8,7.6,45.8,56.6,77.5,0,3,CRITICAL
561.9,0.537,17.2,51.3,48.8,16.9,86.9,26.5,3.65,31.8,38.0,46.0,0,3,CRITICAL
552.5,0.756,14.7,39.9,48.4,18.0,69.2,30.3,0.42,31.1,31.1,33.9,0,2,HIGH
571.2,0.321,9.7,48.9,45.6,22.0,35.2,12.0,0.38,12.9,13.0,14.5,0,1,MODERATE
573.8,0.26,10.1,50.1,50.3,22.6,39.3,11.9,0.08,11.8,12.2,10.9,0,0,LOW
582.2,0.065,14.0,24.8,40.9,24.7,40.6,10.4,0.03,10.8,11.3,11.3,0,0,LOW
577.1,0.184,21.5,60.6,53.6,15.5,100.0,25.7,3.9,31.1,36.9,47.4,0,3,CRITICAL
574.6,0.242,21.8,64.8,55.5,23.3,90.9,28.5,3.55,33.4,39.8,50.8,0,3,CRITICAL
571.6,0.312,3.4,10.7,27.2,19.7,8.2,4.7,-0.26,4.6,3.4,3.7,0,0,LOW
546.9,0.886,12.5,67.8,66.7,10.4,100.0,33.7,3.87,39.7,45.6,55.1,0,3,CRITICAL
575.7,0.216,9.6,22.2,32.6,20.1,27.2,9.0,0.18,9.2,10.4,10.6,0,0,LOW
582.7,0.053,36.8,102.8,75.4,14.0,100.0,24.5,4.74,31.2,39.4,50.6,0,3,CRITICAL
571.5,0.314,18.0,65.7,67.2,14.7,100.0,31.2,3.34,36.4,41.3,51.8,0,3,CRITICAL
556.2,0.67,13.7,51.6,65.7,14.8,100.0,36.9,3.87,42.3,48.8,58.9,0,3,CRITICAL
565.0,0.465,2.2,28.1,50.4,19.9,9.8,11.8,-0.25,11.1,10.4,10.5,0,0,LOW
567.5,0.407,16.7,62.5,65.1,24.2,78.6,27.0,3.8,33.1,37.7,49.1,0,3,CRITICAL
556.5,0.663,2.2,25.7,33.8,17.5,7.4,11.8,-0.3,11.5,11.7,11.2,0,0,LOW
576.8,0.191,7.4,44.7,58.8,23.7,32.1,10.5,-0.08,10.6,10.2,10.0,0,0,LOW
554.3,0.714,2.8,30.1,40.3,18.8,10.5,9.4,-0.09,9.6,8.2,7.1,0,0,LOW
566.4,0.433,21.2,92.0,73.8,18.2,100.0,28.9,4.39,35.4,42.7,55.5,0,3,CRITICAL
563.4,0.502,4.2,40.4,56.5,18.4,22.6,15.1,0.2,15.6,15.5,16.6,0,1,MODERATE
548.0,0.86,9.0,45.0,43.0,12.4,54.6,24.1,0.27,24.4,24.3,25.4,0,2,HIGH
546.0,0.907,40.7,100.1,89.9,22.8,100.0,38.8,6.24,48.3,57.0,73.3,0,3,CRITICAL
566.2,0.437,4.1,13.0,39.9,23.4,12.2,6.9,-0.03,6.6,7.2,7.7,0,0,LOW
551.4,0.781,12.8,48.9,49.1,20.2,54.4,25.1,0.21,25.2,26.0,26.3,0,2,HIGH
564.8,0.47,9.8,64.1,61.2,18.6,56.4,18.7,0.35,19.2,20.3,20.7,0,1,MODERATE
581.1,0.091,0.3,29.7,41.6,22.0,1.0,3.0,0.06,2.9,3.4,4.6,0,0,LOW
573.5,0.267,28.3,80.6,74.8,20.9,100.0,29.2,4.74,36.5,44.1,57.8,0,3,CRITICAL
560.9,0.56,1.3,10.9,42.5,24.0,4.0,7.4,-0.36,6.6,7.2,4.9,0,0,LOW
570.6,0.335,11.6,31.8,45.1,23.8,38.5,13.3,-0.15,13.2,13.8,11.6,0,1,MODERATE
581.7,0.077,14.8,40.4,41.8,18.3,59.2,15.1,-0.06,14.6,14.0,13.0,0,1,MODERATE
547.8,0.865,17.8,51.4,60.1,12.4,100.0,36.2,5.06,44.0,51.1,65.0,0,3,CRITICAL
576.1,0.207,21.0,95.6,86.7,16.6,100.0,31.1,3.33,36.1,40.6,49.4,0,3,CRITICAL
551.0,0.791,5.3,21.0,45.5,22.3,18.9,18.2,-0.02,18.4,17.4,17.9,0,1,MODERATE
583.4,0.037,0.2,31.2,47.2,11.2,1.5,4.6,-0.32,3.6,3.4,2.7,0,0,LOW
574.5,0.244,23.1,38.0,51.6,13.8,100.0,31.9,3.74,38.0,43.3,54.6,0,3,CRITICAL
583.8,0.028,13.8,50.7,62.8,11.0,100.0,28.8,2.39,32.0,35.0,41.5,0,3,CRITICAL
566.1,0.44,32.6,70.9,64.5,10.5,100.0,33.1,5.69,41.2,50.4,67.3,0,3,CRITICAL
562.1,0.533,31.0,115.5,79.9,12.0,100.0,32.2,4.6,39.5,46.9,59.8,0,3,CRITICAL
564.2,0.484,33.4,82.0,64.2,20.4,100.0,32.8,5.88,41.7,51.1,67.6,0,3,CRITICAL
564.6,0.474,11.9,50.8,45.4,10.9,86.7,26.3,2.68,30.5,34.3,43.2,0,2,HIGH
582.6,0.056,7.3,33.5,51.8,14.2,46.6,11.4,0.1,11.7,11.3,11.7,0,0,LOW
543.6,0.963,28.2,47.4,50.3,19.3,100.0,39.2,6.1,48.6,58.4,73.2,0,3,CRITICAL
557.5,0.64,10.8,27.8,37.2,10.2,68.9,28.5,0.13,28.3,28.8,27.5,0,2,HIGH
568.0,0.395,3.6,28.3,34.4,24.3,8.9,9.4,-0.25,8.7,7.7,7.7,0,0,LOW
568.9,0.374,34.8,91.3,76.0,21.7,100.0,29.4,5.24,37.1,46.1,60.1,0,3,CRITICAL
566.7,0.426,38.6,65.7,58.8,22.4,100.0,30.7,6.0,39.6,48.9,66.1,0,3,CRITICAL
547.5,0.872,11.3,33.9,43.7,18.1,47.7,21.1,0.29,21.2,21.6,24.5,0,1,MODERATE
551.7,0.774,1.4,33.5,43.2,10.7,9.9,15.5,-0.22,15.1,14.1,15.6,0,1,MODERATE
553.2,0.74,8.8,25.1,49.9,22.9,33.6,20.7,-0.16,20.7,21.1,20.5,0,1,MODERATE
580.1,0.114,29.3,95.0,76.3,23.4,100.0,27.7,4.44,34.3,41.0,54.7,0,3,CRITICAL
582.2,0.065,41.8,148.1,100.0,16.7,100.0,27.5,5.44,35.2,43.6,60.2,0,3,CRITICAL
560.8,0.563,4.1,48.3,49.9,11.4,31.4,15.3,-0.18,15.1,14.8,15.7,0,1,MODERATE
551.3,0.784,1.2,5.2,25.8,18.6,2.9,13.4,-0.31,13.2,12.2,12.2,0,0,LOW
564.4,0.479,37.8,90.0,84.6,24.8,100.0,31.4,4.74,38.5,45.2,58.8,0,3,CRITICAL
567.3,0.412,8.9,18.9,39.6,16.7,36.9,14.5,0.13,15.2,15.7,16.7,0,1,MODERATE
548.0,0.86,14.0,56.8,63.9,24.4,64.2,28.4,0.45,28.7,30.7,32.7,0,2,HIGH
575.4,0.223,62.0,100.7,88.2,24.9,100.0,31.6,6.25,40.7,49.4,68.9,0,3,CRITICAL
561.7,0.542,1.2,25.5,48.5,11.7,8.7,8.1,0.05,7.9,8.8,8.0,0,0,LOW
542.3,0.993,18.8,67.8,53.9,23.1,76.8,34.6,5.7,42.9,52.0,66.0,0,3,CRITICAL
583.0,0.047,1.4,37.8,44.3,22.3,4.9,5.6,0.12,5.7,6.3,4.9,0,0,LOW
564.2,0.484,8.5,53.5,52.1,23.4,33.1,15.7,0.29,16.5,17.2,18.5,0,1,MODERATE
543.2,0.972,29.3,60.3,51.0,17.5,100.0,40.3,5.42,48.2,56.0,73.1,0,3,CRITICAL
543.3,0.97,10.2,24.2,43.9,20.9,37.5,23.0,0.4,24.0,23.8,24.9,0,2,HIGH
560.8,0.563,105.7,264.0,100.0,15.7,100.0,32.8,11.42,49.9,67.8,100.5,0,3,CRITICAL
580.4,0.107,14.7,66.3,69.8,21.1,85.1,22.1,2.51,25.9,29.5,36.7,0,2,HIGH
554.5,0.709,7.0,34.4,38.5,12.6,37.4,18.9,0.27,19.4,19.2,21.3,0,1,MODERATE
568.0,0.395,4.5,15.9,32.1,13.9,18.2,10.7,-0.26,10.0,9.3,8.2,0,0,LOW
579.4,0.13,7.8,40.7,57.2,23.8,32.8,8.5,0.09,8.2,8.7,10.2,0,0,LOW
551.1,0.788,8.4,49.6,44.9,20.8,31.7,21.1,-0.08,21.3,20.7,22.2,0,1,MODERATE
562.8,0.516,1.3,35.4,43.0,21.0,4.7,8.2,0.04,8.2,7.9,8.1,0,0,LOW
567.3,0.412,8.3,16.4,30.2,20.3,21.6,12.8,-0.01,12.9,12.8,13.8,0,0,LOW
570.7,0.333,11.2,54.1,65.7,22.2,58.0,20.8,0.05,21.2,20.9,20.7,0,1,MODERATE
566.2,0.437,23.1,52.4,60.9,15.1,100.0,32.1,4.32,38.4,45.8,58.7,0,3,CRITICAL
545.0,0.93,19.2,45.7,55.3,17.8,100.0,37.3,5.25,45.2,54.0,67.6,0,3,CRITICAL
554.9,0.7,22.2,43.1,50.2,20.3,96.1,33.7,5.06,41.2,49.1,63.4,0,3,CRITICAL
565.1,0.463,0.2,9.8,35.4,21.8,0.6,5.4,-0.36,5.2,3.6,3.0,0,0,LOW
583.3,0.04,4.4,8.2,27.3,23.0,9.1,3.0,-0.28,2.2,2.6,3.2,0,0,LOW
577.3,0.179,19.5,63.7,69.8,11.6,100.0,25.8,3.81,31.3,36.3,47.4,0,3,CRITICAL
563.6,0.498,11.9,41.4,47.1,12.0,81.7,26.1,2.93,30.4,34.6,42.3,0,2,HIGH
559.7,0.588,0.1,10.3,34.2,24.3,0.2,6.4,-0.35,5.8,5.5,4.5,0,0,LOW
570.0,0.349,29.4,93.8,80.0,14.9,100.0,33.0,5.16,41.2,48.3,64.3,0,3,CRITICAL
570.3,0.342,26.7,74.4,71.4,18.6,100.0,31.4,4.61,38.3,44.7,58.0,0,3,CRITICAL
565.0,0.465,14.3,58.2,56.8,10.7,100.0,29.3,3.73,35.0,39.7,52.1,0,3,CRITICAL
573.6,0.265,1.2,36.1,56.7,14.6,8.2,6.1,0.05,5.8,5.6,7.5,0,0,LOW
571.4,0.316,26.2,59.4,60.2,15.4,100.0,27.5,4.84,34.7,41.9,55.8,0,3,CRITICAL
578.1,0.16,15.8,43.3,57.9,10.1,100.0,28.9,3.56,34.6,40.2,49.9,0,3,CRITICAL
544.5,0.942,27.4,92.2,83.2,21.1,100.0,39.5,6.3,48.6,59.3,75.9,0,3,CRITICAL
546.3,0.9,25.1,66.3,69.2,19.6,100.0,37.2,5.71,46.2,54.8,69.9,0,3,CRITICAL
577.5,0.174,29.2,102.1,79.4,12.7,100.0,25.3,3.86,31.0,36.3,48.7,0,3,CRITICAL
567.9,0.398,13.1,50.5,55.7,14.3,89.3,29.5,3.12,34.0,39.2,46.1,0,3,CRITICAL
553.9,0.723,2.7,30.0,41.3,24.2,8.1,12.3,-0.03,12.0,12.6,13.5,0,0,LOW
544.6,0.94,20.0,73.5,60.5,24.2,87.5,31.4,4.87,38.2,46.9,60.0,0,3,CRITICAL
573.7,0.263,17.4,35.1,38.6,18.8,62.5,22.4,0.29,23.1,22.3,23.2,0,2,HIGH
542.2,0.995,24.4,73.6,57.3,19.3,100.0,37.8,5.08,45.5,52.5,66.6,0,3,CRITICAL
571.6,0.312,3.4,14.4,44.6,17.1,15.5,9.5,-0.04,9.3,8.9,8.9,0,0,LOW
560.8,0.563,3.9,26.5,37.8,14.8,17.4,12.4,-0.26,12.0,10.8,12.4,0,0,LOW
559.5,0.593,39.8,90.1,70.0,13.3,100.0,34.7,6.28,43.7,53.1,71.0,0,3,CRITICAL
544.2,0.949,25.0,38.3,40.3,19.6,90.0,33.1,5.25,41.3,49.1,63.8,0,3,CRITICAL
560.8,0.563,43.0,118.3,89.9,19.2,100.0,35.1,6.1,44.6,54.0,70.4,0,3,CRITICAL
551.3,0.784,25.6,89.6,81.4,19.0,100.0,36.0,4.57,42.8,48.9,62.9,0,3,CRITICAL
548.4,0.851,16.4,55.2,58.9,21.8,77.5,29.5,4.94,36.5,43.9,57.0,0,3,CRITICAL
576.0,0.209,19.1,63.3,55.4,12.7,100.0,30.5,3.61,36.3,41.8,50.8,0,3,CRITICAL
545.8,0.912,39.6,58.8,54.4,15.9,100.0,39.2,6.54,48.8,58.2,75.9,0,3,CRITICAL
575.5,0.221,15.6,55.6,49.7,12.2,100.0,29.8,3.77,35.7,41.4,51.5,0,3,CRITICAL
548.5,0.849,18.0,86.4,71.2,17.5,100.0,35.1,4.75,41.8,49.6,64.1,0,3,CRITICAL
581.6,0.079,3.1,21.1,40.2,10.8,20.2,9.5,-0.22,9.4,8.3,6.5,0,0,LOW
567.3,0.412,11.6,57.2,52.8,24.6,43.6,15.9,0.27,16.2,17.6,19.0,0,1,MODERATE
580.0,0.116,22.7,52.3,54.4,17.2,100.0,27.7,3.07,32.3,36.0,44.7,0,3,CRITICAL
576.5,0.198,5.7,21.5,45.0,22.3,20.1,7.5,0.19,8.0,7.9,9.9,0,0,LOW
554.3,0.714,4.1,12.9,32.4,16.2,14.3,11.3,-0.25,10.7,10.0,11.6,0,0,LOW
574.5,0.244,6.8,37.6,41.0,20.9,23.3,12.7,-0.03,12.8,12.3,13.7,0,0,LOW
557.5,0.64,5.0,23.7,40.1,10.6,33.1,19.5,0.25,20.3,19.7,19.9,0,1,MODERATE
574.0,0.256,4.4,29.1,42.5,14.1,23.2,8.4,-0.23,7.6,7.0,8.8,0,0,LOW
547.5,0.872,10.0,24.1,39.1,23.8,28.7,19.4,0.3,19.5,20.6,20.2,0,1,MODERATE
559.0,0.605,42.9,57.4,51.6,16.4,100.0,31.5,5.72,40.4,47.8,63.2,0,3,CRITICAL
576.0,0.209,12.7,42.0,43.9,10.2,95.7,29.1,2.58,33.2,36.5,45.8,0,3,CRITICAL
550.2,0.809,3.7,29.6,42.2,11.3,24.2,19.7,0.07,20.2,20.0,21.5,0,1,MODERATE
566.0,0.442,1.4,33.9,50.5,20.0,6.2,9.7,-0.25,8.9,9.0,8.4,0,0,LOW
551.1,0.788,21.4,71.6,65.8,16.9,100.0,36.2,4.26,43.1,49.0,60.2,0,3,CRITICAL
559.2,0.6,8.7,39.2,45.8,18.4,37.9,17.3,0.18,17.1,18.8,18.8,0,1,MODERATE
551.0,0.791,31.1,64.0,65.6,15.3,100.0,36.9,5.76,45.4,53.5,71.3,0,3,CRITICAL
560.4,0.572,19.4,72.7,63.9,18.5,100.0,35.0,3.8,41.1,45.7,56.9,0,3,CRITICAL
577.0,0.186,28.6,81.9,67.0,22.4,100.0,27.7,4.06,34.0,40.3,51.2,0,3,CRITICAL
544.4,0.944,5.7,31.8,39.7,20.1,19.7,15.7,0.1,16.2,17.0,16.0,0,1,MODERATE
546.5,0.895,21.2,74.9,63.4,20.9,100.0,36.1,5.25,44.5,52.6,66.2,0,3,CRITICAL
563.6,0.498,5.5,41.7,55.8,20.4,26.3,16.3,0.28,16.8,16.5,19.6,0,1,MODERATE
568.0,0.395,50.4,175.5,100.0,20.2,100.0,32.5,6.5,42.7,51.7,70.3,0,3,CRITICAL
560.4,0.572,18.2,59.1,51.3,20.0,81.7,26.9,4.66,34.4,40.3,54.5,0,3,CRITICAL
579.4,0.13,7.1,36.5,40.7,18.7,27.0,7.5,0.02,7.6,8.2,8.1,0,0,LOW
576.0,0.209,5.7,47.3,55.7,21.8,25.5,10.7,0.08,11.1,10.1,11.8,0,0,LOW
548.8,0.842,3.8,11.3,33.4,11.4,19.5,17.6,-0.22,16.8,16.2,16.6,0,1,MODERATE
557.6,0.637,21.4,70.2,59.9,22.4,100.0,34.5,4.83,41.9,48.6,60.7,0,3,CRITICAL
565.8,0.447,4.4,25.2,36.3,11.8,23.7,12.9,-0.06,12.5,13.4,11.4,0,1,MODERATE
557.0,0.651,16.3,54.0,51.9,19.9,74.4,27.2,0.31,27.6,28.3,29.7,0,2,HIGH
542.3,0.993,5.5,10.9,37.1,25.0,14.3,18.0,0.28,18.3,18.5,21.3,0,1,MODERATE
551.1,0.788,19.5,84.6,79.3,17.9,100.0,34.0,4.36,40.9,47.9,59.2,0,3,CRITICAL
558.0,0.628,30.4,51.4,55.6,16.5,100.0,31.2,5.2,39.1,47.6,62.0,0,3,CRITICAL
561.4,0.549,27.1,43.9,61.3,23.6,100.0,34.6,4.12,40.9,47.3,59.3,0,3,CRITICAL
564.3,0.481,25.8,88.3,78.7,14.2,100.0,33.1,4.73,39.9,46.7,59.1,0,3,CRITICAL
570.6,0.335,3.7,19.5,41.8,20.7,13.1,6.4,0.09,6.6,5.9,7.8,0,0,LOW
557.1,0.649,1.7,19.4,36.9,19.8,5.5,7.4,-0.27,6.7,5.8,5.7,0,0,LOW
556.9,0.653,21.6,57.1,66.7,13.2,100.0,36.2,4.6,42.6,50.5,61.4,0,3,CRITICAL
561.2,0.553,8.3,43.6,61.5,17.0,52.5,22.7,0.09,23.1,23.9,21.4,0,2,HIGH
555.8,0.679,10.2,38.0,56.5,21.3,47.3,20.6,-0.06,20.0,19.8,20.7,0,1,MODERATE
554.9,0.7,0.6,33.5,55.6,13.1,4.5,12.7,-0.22,12.5,11.8,10.3,0,0,LOW
568.2,0.391,5.4,11.9,39.2,10.4,35.6,13.5,-0.1,13.4,13.2,11.7,0,1,MODERATE
554.5,0.709,0.6,19.5,34.4,17.4,2.1,8.5,-0.12,8.3,8.6,8.0,0,0,LOW
573.2,0.274,38.0,132.2,94.0,19.9,100.0,31.3,4.74,38.4,45.2,59.6,0,3,CRITICAL
542.3,0.993,5.0,16.5,31.6,19.6,14.1,19.3,-0.15,19.3,18.9,18.7,0,1,MODERATE
547.1,0.881,14.7,70.2,57.7,15.4,96.4,33.2,4.12,39.7,45.1,56.8,0,3,CRITICAL
550.4,0.805,0.7,2.5,39.0,18.9,2.5,10.5,-0.28,9.6,9.3,7.3,0,0,LOW
562.2,0.53,19.8,57.3,67.7,22.0,100.0,33.7,4.1,40.0,45.5,56.9,0,3,CRITICAL
576.9,0.188,7.0,30.8,45.6,16.1,34.7,10.1,0.13,10.0,11.4,11.9,0,0,LOW
577.7,0.17,41.1,105.2,73.1,19.5,100.0,28.3,4.33,34.5,42.3,53.5,0,3,CRITICAL
566.8,0.423,39.4,108.9,89.5,22.7,100.0,33.0,5.21,40.7,49.2,62.9,0,3,CRITICAL
560.9,0.56,7.1,42.1,47.8,14.0,42.4,17.7,-0.24,17.3,17.1,17.4,0,1,MODERATE
561.3,0.551,41.6,73.3,74.6,23.1,100.0,32.4,6.4,41.6,50.9,68.5,0,3,CRITICAL
542.2,0.995,100.1,246.9,100.0,16.8,100.0,40.2,11.66,57.8,74.8,106.7,0,3,CRITICAL
548.4,0.851,31.4,82.8,73.2,20.3,100.0,36.4,5.93,45.4,54.8,70.3,0,3,CRITICAL
563.6,0.498,33.5,67.9,57.4,19.1,100.0,34.7,4.75,42.0,49.4,63.7,0,3,CRITICAL
569.0,0.372,5.2,43.6,42.4,22.2,17.4,8.3,0.01,8.5,7.7,8.7,0,0,LOW
564.7,0.472,15.5,49.0,50.2,12.0,100.0,31.4,3.8,36.8,43.2,53.1,0,3,CRITICAL
571.1,0.323,1.3,11.4,27.2,21.0,2.9,5.1,-0.1,4.6,5.7,4.4,0,0,LOW
556.3,0.667,1.8,14.0,31.7,14.7,6.8,7.7,-0.13,7.2,8.0,6.6,0,0,LOW
550.4,0.805,122.5,202.3,100.0,23.2,100.0,33.2,12.91,52.3,72.7,109.8,0,3,CRITICAL
549.6,0.823,7.1,26.9,36.9,23.0,19.9,16.2,-0.15,15.7,15.5,13.6,0,1,MODERATE
553.9,0.723,24.8,76.2,60.4,23.6,100.0,35.6,4.75,42.5,49.4,61.9,0,3,CRITICAL
545.3,0.923,29.6,68.3,65.7,14.4,100.0,37.5,5.89,46.1,55.7,70.2,0,3,CRITICAL
565.8,0.447,35.1,89.7,77.4,14.5,100.0,29.8,4.59,36.6,42.9,55.0,0,3,CRITICAL
584.1,0.021,108.8,231.7,100.0,12.6,100.0,24.8,9.84,39.2,54.5,81.9,0,3,CRITICAL
561.0,0.558,5.0,37.2,45.1,19.8,19.9,13.4,0.02,13.4,14.0,13.8,0,1,MODERATE
547.1,0.881,0.7,1.2,29.9,22.1,1.7,10.6,0.2,11.1,11.8,10.8,0,0,LOW
554.0,0.721,9.5,31.9,49.7,13.5,61.2,24.0,0.07,24.5,23.6,23.8,0,2,HIGH
550.5,0.802,2.5,32.3,38.0,13.8,12.0,16.5,0.19,16.5,17.0,18.1,0,1,MODERATE
577.5,0.174,0.4,7.4,27.8,10.7,1.8,5.5,-0.35,4.7,4.3,3.2,0,0,LOW
573.7,0.263,8.0,21.7,31.4,22.1,19.9,9.7,0.01,10.0,10.6,10.1,0,0,LOW
579.9,0.119,27.6,73.9,58.2,23.7,100.0,28.0,4.05,33.6,39.8,51.2,0,3,CRITICAL
578.5,0.151,15.0,27.7,45.5,11.5,100.0,30.2,2.56,33.7,38.9,43.5,0,3,CRITICAL
543.9,0.956,6.8,48.5,48.0,24.7,23.1,16.2,0.29,16.8,16.9,19.7,0,1,MODERATE
579.0,0.14,19.1,77.9,61.2,12.6,100.0,28.0,3.71,33.3,39.5,49.7,0,3,CRITICAL
548.1,0.858,4.8,24.5,40.2,15.7,21.5,17.3,0.08,17.9,17.6,16.9,0,1,MODERATE
543.4,0.967,0.3,3.1,23.2,22.6,0.5,10.6,-0.16,10.5,9.6,9.6,0,0,LOW
552.6,0.753,26.0,103.0,72.9,24.7,100.0,35.5,4.72,42.8,50.3,63.7,0,3,CRITICAL
572.5,0.291,17.6,56.3,54.6,17.1,98.3,28.7,3.98,35.1,41.0,52.2,0,3,CRITICAL
549.3,0.83,25.9,54.2,57.1,18.6,100.0,36.9,5.55,45.3,54.2,68.7,0,3,CRITICAL
560.7,0.565,0.7,30.2,37.1,15.5,2.9,6.8,-0.22,6.6,5.3,3.7,0,0,LOW
554.1,0.719,32.7,106.3,92.7,15.1,100.0,36.5,6.03,45.9,54.7,72.4,0,3,CRITICAL
569.2,0.367,17.4,76.7,66.9,10.2,100.0,31.1,3.13,35.6,40.4,50.8,0,3,CRITICAL
542.7,0.984,14.9,63.3,67.6,11.3,100.0,35.3,4.59,42.1,49.4,61.5,0,3,CRITICAL
578.1,0.16,17.6,33.3,37.1,21.8,52.4,18.2,0.16,18.2,18.7,20.9,0,1,MODERATE
